"id","station_code","station_name","latitude","longitude","level"
193,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/ciA1z5O6JiF","Kwekwe ZRP Clinic ",NULL,NULL,4
194,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/cNMEcj2lCN3","Mbizo 1 Clinic",NULL,NULL,4
195,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/DFCkzGef5fF","Nyoni Rural Health Centre",NULL,NULL,4
196,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/dMwOTm1TWlM","Dambridge Clinic",NULL,NULL,4
197,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/EVPUA0tsGJm","Kwekwe Prision Clinic",NULL,NULL,4
198,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/F2rElAKbgv8","Dendera Rural Hospital",NULL,NULL,4
199,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/fBCkowl14OR","Sidakeni Clinic",NULL,NULL,4
200,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/GicGwiouuoj","Sherwood Clinic",NULL,NULL,4
201,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/h5siIA7lQfx","Ntabeni Clinic",NULL,NULL,4
202,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/H9fZA1uaQOi","Neighbourhood Surgery ",NULL,NULL,4
203,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/hDnFtSieSV6","Gaika Clinic ",NULL,NULL,4
204,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/hZNgOzXAjrf","Mbizo 2 Clinic",NULL,NULL,4
205,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/IJFe4swzr4G","Amaveni Clinic",NULL,NULL,4
206,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/JbefFk6huNS","Cambridge Clinic",NULL,NULL,4
207,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/k4sThzc4zIy","Don Juan Clinic",NULL,NULL,4
208,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/lr8nRgvCs8m","Redcliff Clinic",NULL,NULL,4
209,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/MsixjXiip6A","Connemara Prison",NULL,NULL,4
210,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/n8fSBgAncxp","Samambwa Clinic",NULL,NULL,4
211,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/N9VWu2Kppre","Torwood Hospital",NULL,NULL,4
212,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/nCBpV7ktT9y","Rutendo Clinic",NULL,NULL,4
213,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/nFw1qqq3OEx","Sigezububi Clinic",NULL,NULL,4
214,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/NGyX8ov4BLC","Exchange Clinic",NULL,NULL,4
215,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/nHD84jaIlra","Melisa Zhombe Clinic",NULL,NULL,4
216,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/nThW8r8MZtE","Kwekwe District Hospital",NULL,NULL,4
217,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/ozA3NlEUYDi","Simana Clinic",NULL,NULL,4
218,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/q2PCmYuFLcy","Mayoka Rural Health Centre",NULL,NULL,4
219,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/QwFhomr6Alo","Mazebe Rural Health Centre",NULL,NULL,4
220,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/RgkNZppVRq4","Zhombe Mission Clinic",NULL,NULL,4
221,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/RIBxxUnvvQD","Rio Tinto Mine Clinic",NULL,NULL,4
222,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/rUINnsV4knE","Silobela 101871 - Clinic",NULL,NULL,4
223,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/s33kOOe8v54","Msilahove Rural Hospital",NULL,NULL,4
224,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/tFiCFVJ3KLP","Donsa Clinic",NULL,NULL,4
225,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/Thu4CNtiulz","ZRP Kwekwe clinic ",NULL,NULL,4
226,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/tmh3MNEV8eO","Jena Mine Mine Clinic",NULL,NULL,4
227,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/tnlz7dGBqL9","Al Davies Clinic",NULL,NULL,4
228,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/tSdwPF3mcEX","Mpinda Clinic",NULL,NULL,4
229,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/uRMnnJCuNip","IP  ZUVA ILANGA",NULL,NULL,4
230,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/uZE16ljHypJ","Sebakwe Clinic",NULL,NULL,4
231,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/V9SM8e6sFIW","Silobela District Hospital",NULL,NULL,4
232,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/VZxPjFpaeGG","Senkwasi Clinic",NULL,NULL,4
233,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/wc8aKMtV9c6","Mbizo16 Clinic",NULL,NULL,4
234,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/WscRtpmKh2V","Mlezu College Clinic",NULL,NULL,4
235,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/wZ7hEF8GrRX","Community Polyclinic ",NULL,NULL,4
236,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/xaczn8FKa6F","Globe and Phoenix Clinic",NULL,NULL,4
237,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/yAnOckdjmVz","Zibagwe Clinic",NULL,NULL,4
238,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/yOm4gMuq9Hu","IP  KUFA KUDA",NULL,NULL,4
239,"/Z9zOAr1dQ8K/MVEckxDrWZS/a6KxeLEZSxs/yuQafsH22Bi","Gomola Clinic",NULL,NULL,4
240,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q","Chirumhanzu",NULL,NULL,3
241,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/AG0AInbPjbR","Siyahokwe Rural Health Centre",NULL,NULL,4
242,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/BI7Domoboqc","Lalapanzi Clinic",NULL,NULL,4
243,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/bOtIKKLgzrL","Lynwood Rural Health Centre",NULL,NULL,4
244,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/F98KYFl0JZK","Chilimanzi RHC Clinic",NULL,NULL,4
245,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/fYT4uwYX7bR","Musena Clinic",NULL,NULL,4
246,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/i8SDWohtjJe","Driefontein Hospital",NULL,NULL,4
247,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/K7RUlLabEOr","Chizhou Rural Health Centre",NULL,NULL,4
248,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/nyRhQzZTMgL","Mapiravana Clinic",NULL,NULL,4
249,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/oMURIy2awFC","Tokwe 4 Clinic",NULL,NULL,4
250,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/PkIW54COBR3","ZIMASCO Lalapanzi Private Clinic",NULL,NULL,4
251,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/q7CsC5gKzVu","Hama Clinic",NULL,NULL,4
252,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/rtu1rrjHMxx","St. Theresa Mission Hospital",NULL,NULL,4
253,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/T43BsZkYC8w","Guramatunhu Clinic",NULL,NULL,4
254,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/t893O92bmkm","Denhere Rural Health Centre",NULL,NULL,4
255,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/uK2AXbSDp9c","Chengwena Clinic",NULL,NULL,4
256,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/v2dDQACnriT","Nyautonga Rural Health Centre",NULL,NULL,4
257,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/Vc71NvyZxMc","Muwonde Mission Hospital",NULL,NULL,4
258,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/VvXKQuTq6Ob","Nyikavanhu Rural Health Centre",NULL,NULL,4
259,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/wq5A0P7NE7q","Mvuma District Hospital",NULL,NULL,4
260,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/XB7nROXhlv4","Central Estates Clinic",NULL,NULL,4
261,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/yIvHq6axMFE","Mtao Clinic",NULL,NULL,4
262,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/ziEwv7j7AuE","Holy Cross Mission Hospital",NULL,NULL,4
263,"/Z9zOAr1dQ8K/MVEckxDrWZS/c38pTGryV5q/zooTt6xUGVe","Chaka Clinic",NULL,NULL,4
264,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK","Gokwe South",NULL,NULL,3
265,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/arOSpdbJ7jw","Nyaje Rural Health Centre",NULL,NULL,4
266,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/BDBlD72O55s","Nyaradza",NULL,NULL,4
267,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/c1mSK9ChOGv","Ganye clinic",NULL,NULL,4
268,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/cBe8uJrLNGC","Gwanyika Rural Health Centre",NULL,NULL,4
269,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/CbhVTBWPjFE","Nyamunga Clinic",NULL,NULL,4
270,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/DatBlAwahyx","Manyoni Clinic",NULL,NULL,4
271,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/EwHQN1F5qHJ","Mateta Rural Health Centre",NULL,NULL,4
272,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/fH3XHnD9BCh","Manoti Clinic",NULL,NULL,4
273,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/g6MwwPKIddS","Mkoka Rural Health Centre",NULL,NULL,4
274,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/g7fNiqyS7WV","Cheziya Clinic",NULL,NULL,4
275,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/ge97aHzWbju","Msala Clinic",NULL,NULL,4
276,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/HFr9g4kazyr","Gokwe South ZRP Camp Clinic ",NULL,NULL,4
277,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/HOkDsYNkFWL","Huchu Clinic",NULL,NULL,4
278,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/iIJY7AzDu3b","Krima Clinic",NULL,NULL,4
279,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/JBqKjqAG2ir","Jiri Clinic",NULL,NULL,4
280,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/Jt1CGWaXQsq","Mangidi Clinic",NULL,NULL,4
281,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/k0ZyBtS4wZT","Sesame Clinic",NULL,NULL,4
282,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/kalt3ukfjNw","Chitapo Clinic",NULL,NULL,4
283,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/kM0ROOTX0qh","Ndhlalambi",NULL,NULL,4
284,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/M8BCidxIPZM","Musita Clinic",NULL,NULL,4
285,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/O4s37nmNxxd","Masuka Clinic",NULL,NULL,4
286,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/OkK9ixbSp7W","Zhamba Clinic",NULL,NULL,4
287,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/OrydhbKFg8H","Gokwe District Hospital",NULL,NULL,4
288,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/qKPPhaui7JF","Kana Mission Hospitals",NULL,NULL,4
289,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/Qryp4Or7gFU","Mapfungautsi clinic",NULL,NULL,4
290,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/S2bq66BaqLc","Sai Clinic",NULL,NULL,4
291,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/tzl7tNuGHRa","Mateme Clinic",NULL,NULL,4
292,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/v3XtUlhTAEv","Chitave Clinic",NULL,NULL,4
293,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/V3ZLerPguLB","Svisvi Rural Health Centre",NULL,NULL,4
294,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/vXnel4MlOIT","Njelele Clinic",NULL,NULL,4
295,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/w1k2xD78mUR","Tongwe Clinic",NULL,NULL,4
296,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/XJsn6cGdf0G","Ndabambi Clinic",NULL,NULL,4
297,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/XSmGmvAT5tj","Gawa Clinic",NULL,NULL,4
298,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/yhtctd0Cnr6","Katema clinic",NULL,NULL,4
299,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/Z5JW59dTYkT","Mutange Clinic",NULL,NULL,4
300,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/zP9QBYI8isU","Gokwe South Population Services Zimbabwe ",NULL,NULL,4
301,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/ZsERKMysaqk","Chemahororo Clinic",NULL,NULL,4
302,"/Z9zOAr1dQ8K/MVEckxDrWZS/dtSWh4GEflK/zsRDbhBIGQR","Jahana Clinic",NULL,NULL,4
303,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ","Gokwe North",NULL,NULL,3
304,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/AItQqOMxOox","Vumba Clinic",NULL,NULL,4
305,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/aLIaeQLx8B2","Mtora Rural Hospital",NULL,NULL,4
306,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/CGpH4xxmfZB","Rubatsiro Clinic",NULL,NULL,4
307,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/dPeHZhhlRGv","Zhomba Clinic",NULL,NULL,4
308,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/eQS88MPElhc","Nenyunga Clinic",NULL,NULL,4
309,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/eWmsHCZ8eUb","Nembudziya Hospital",NULL,NULL,4
310,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/Ez1xUxP13W6","Simchembu Clinic",NULL,NULL,4
311,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/Fdo72wUF5r0","Goredema Clinic",NULL,NULL,4
312,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/ftFOxqRJROM","Kuwirirana Clinic",NULL,NULL,4
313,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/g7ArwKlq8xZ","Sanyati Mine Clinic",NULL,NULL,4
314,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/GB65BE0uoLA","Mashame Rural Health Centre",NULL,NULL,4
315,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/gs4o7ahP2MC","Chireya Mission Hospital",NULL,NULL,4
316,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/jZszukLR7Iy","Burure Clinic",NULL,NULL,4
317,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/lUbaZpr7l25","Denda Clinic",NULL,NULL,4
318,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/nTZ9JlkZyBK","Simchembu Rural Health Centre",NULL,NULL,4
319,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/OGUMmDY7jLs","Kadzidirire Rural Health Centre",NULL,NULL,4
320,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/QUjtyFAkEez","Nyamhara Clinic",NULL,NULL,4
321,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/qYCk7o87itz","Tsungai Rural Health Centre",NULL,NULL,4
322,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/qyIkAwAvuCb","Zumba Clinic",NULL,NULL,4
323,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/R9cv2jkCehY","Nyamazengwe Clinic",NULL,NULL,4
324,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/RCpPlLVf75W","Mutora Mission Hospital",NULL,NULL,4
325,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/RZer5wJQGdq","Kahobo Clinic",NULL,NULL,4
326,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/uivBreE2eHQ","Mzadzi Rural Health Centre",NULL,NULL,4
327,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/w0Dyom77Nug","Gandavaroyi Clinic",NULL,NULL,4
328,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/wAqD43qHQAZ","Madzivazvido Clinic100106",NULL,NULL,4
329,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/xyDWFkQyu9K","Gumunyu Clinic",NULL,NULL,4
330,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/YaKDckn1Qrk","Norah Rural Health Centre",NULL,NULL,4
331,"/Z9zOAr1dQ8K/MVEckxDrWZS/L2GCOZE3ZGJ/ZIC6ZIR7PJS","Gokwe North District Hospital",NULL,NULL,4
332,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9","Mberengwa",NULL,NULL,3
333,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/b1EmP6cfSji","Musume Mission Hospital",NULL,NULL,4
334,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/B9tfPt6kbdN","Mponjani Clinic",NULL,NULL,4
335,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/bAlZzNKhdBr","Makuwerere Clinic",NULL,NULL,4
336,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/dAuWnsrDRVU","Gaha Clinic",NULL,NULL,4
337,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/DHlTNsaO7Yr","Matedzi Clinic",NULL,NULL,4
338,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/dL7QsbOygia","Mnene Outreach ",NULL,NULL,4
339,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/dySKWJvcCwO","Chiedza Clinic",NULL,NULL,4
340,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/E0ZtvGWVlYJ","Chaza Clinic",NULL,NULL,4
341,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/Ffe71rF6iVh","Vurasha Rural Health Centre",NULL,NULL,4
342,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/g4dlEEnd7hO","Bonda Clinic ",NULL,NULL,4
343,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/HQMqEmIOVzv","Ngungumbane Clinic",NULL,NULL,4
344,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/iSTR4XRC1dk","Sandawana Clinic",NULL,NULL,4
345,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/iTw40m40wuw","Mataga Rural Health Centre",NULL,NULL,4
346,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/j97TJ4Hxidj","Bonda Mission Hospital",NULL,NULL,4
347,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/kZNamfgj28K","Neta Clinic ",NULL,NULL,4
348,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/l41qggZoaFK","Gwarava Rural Health Centre",NULL,NULL,4
349,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/MQblsJGrTBd","Mazivofa Clinic",NULL,NULL,4
350,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/n7JrJFbZSSY","Chedembeko Clinic",NULL,NULL,4
351,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/nyYPQGMntMU","Vutsanana Clinic",NULL,NULL,4
352,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/Ocwsmwt9N25","Imbahuru Clinic",NULL,NULL,4
353,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/OrU0ovRBTxi","Marirazhombe Clinic",NULL,NULL,4
354,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/PoguCXsvJZj","Wanezi Clinic",NULL,NULL,4
355,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/pZIckeagBf7","Murongwe Rural Health Centre",NULL,NULL,4
356,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/Q307hGeLwHq","Mnene Mission Hospital",NULL,NULL,4
357,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/Q8Btfg2jxPv","Negobe Clinic",NULL,NULL,4
358,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/R1CcS5Hxd1k","Mposi Clinic",NULL,NULL,4
359,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/rbE4iLAquiP","Mberengwa District Hospital",NULL,NULL,4
360,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/rhEss5YJ0lt","Chingezi Clinic",NULL,NULL,4
361,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/RXaYWmsAjhs","Masase Mission Hospital",NULL,NULL,4
362,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/sBdgbB2fR3S","Kotokwe Clinic",NULL,NULL,4
363,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/sMfRb7ilqPz","Muketi Clinic",NULL,NULL,4
364,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/soB2Lgw5gnB","Ingezi Clinic",NULL,NULL,4
365,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/TdlbemyPNd1","Chabwira Clinic",NULL,NULL,4
366,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/Tuja7aMuhP7","Neta Clinic",NULL,NULL,4
367,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/V1UPlYfZT1D","Svita Clinic",NULL,NULL,4
368,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/YtbICY59p63","Jeka Rural Hospital",NULL,NULL,4
369,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/YvS8idqg8Ly","Buchwa Clinic",NULL,NULL,4
370,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/yWRCzwtdVqp","Bonda Clinic",NULL,NULL,4
371,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/yzbqtmKSajN","Mavorovondo Rural Health Centre",NULL,NULL,4
372,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/ZKI10jvmQ9W","Wanezi Rural Hospital ",NULL,NULL,4
373,"/Z9zOAr1dQ8K/MVEckxDrWZS/SfKFsufoKy9/ZWwFAVck5em","Mwenezi Rural Health Centre",NULL,NULL,4
374,"/Z9zOAr1dQ8K/MVEckxDrWZS/T80WDj2iahD","Gweru",NULL,NULL,3
375,"/Z9zOAr1dQ8K/MVEckxDrWZS/T80WDj2iahD/a8GphVKSr2H","Connemara Clinic",NULL,NULL,4
376,"/Z9zOAr1dQ8K/MVEckxDrWZS/T80WDj2iahD/aGWqGhV3ang","Monomutapa Clinic",NULL,NULL,4
377,"/Z9zOAr1dQ8K/MVEckxDrWZS/T80WDj2iahD/aihGnf5U3JA","Nyama Clinic",NULL,NULL,4
378,"/Z9zOAr1dQ8K/MVEckxDrWZS/T80WDj2iahD/aJhsccht7WS","Tumbire Clinic",NULL,NULL,4
379,"/Z9zOAr1dQ8K/MVEckxDrWZS/T80WDj2iahD/B1ZFRN0RAMC","Mkoba Poly Clinic",NULL,NULL,4
380,"/Z9zOAr1dQ8K/MVEckxDrWZS/T80WDj2iahD/BCGrLFAapBT","Vungu Mobile Clinic",NULL,NULL,4
381,"/Z9zOAr1dQ8K/MVEckxDrWZS/T80WDj2iahD/BiLbWhqc5wO","Maboleni Clinic",NULL,NULL,4
382,"/Z9zOAr1dQ8K/MVEckxDrWZS/T80WDj2iahD/c2KtIo5qOxJ","Gatawa Clinic",NULL,NULL,4
383,"/Z9zOAr1dQ8K/MVEckxDrWZS/T80WDj2iahD/cy8e1swz1c4","Harben Clinic",NULL,NULL,4
